word	nodeType	unit
tough	ADJ	ATE6
awesome	ADJ	ATE6
nuts	ADJ	ATE6
sick	ADJ	ATE6
pink	ADJ	ATE6
wrong	ADJ	ATE6
wrong	ADJ	ATE6
ready	ADJ	ATE6
little	ADJ	ATE6
different	ADJ	ATE6
new	ADJ	ATE6
quick	ADJ	ATE6
more	ADJ	ATE6
terrible	ADJ	ATE6
more	ADJ	ATE6
well	ADJ	ATE6
right	ADJ	ATE6
little	ADJ	ATE6
pink	ADJ	ATE6
distressed	ADJ	ATE6
holy	ADJ	ATE6
weak	ADJ	ATE6
globular	ADJ	ATE6
least	ADJ	ATE6
dead	ADJ	ATE6
various	ADJ	ATE6
many	ADJ	ATE6
different	ADJ	ATE6
able	ADJ	ATE6
little	ADJ	ATE6
several	ADJ	ATE6
pink	ADJ	ATE6
weak	ADJ	ATE6
little	ADJ	ATE6
enraged	ADJ	ATE6
enraged	ADJ	ATE6
weak	ADJ	ATE6
crazy	ADJ	ATE6
cold	ADJ	ATE6
little	ADJ	ATE6
fair	ADJ	ATE6
angry	ADJ	ATE6
like	ADJ	ATE6
other	ADJ	ATE6
pink	ADJ	ATE6
enraged	ADJ	ATE6
own	ADJ	ATE6
wild	ADJ	ATE6
normal	ADJ	ATE6
foolish	ADJ	ATE7
posterior	ADJ	ATE7
posterior	ADJ	ATE7
posterior	ADJ	ATE7
other	ADJ	ATE7
welcome	ADJ	ATE7
next	ADJ	ATE7
ridiculous	ADJ	ATE7
funny	ADJ	ATE7
ready	ADJ	ATE7
focused	ADJ	ATE7
other	ADJ	ATE7
consensual	ADJ	ATE7
holy	ADJ	ATE7
great	ADJ	ATE7
glad	ADJ	ATE7
super	ADJ	ATE7
cute	ADJ	ATE7
irritated	ADJ	ATE7
ancient	ADJ	ATE7
balbaflonic	ADJ	ATE7
plasmodial	ADJ	ATE7
weird	ADJ	ATE7
new	ADJ	ATE7
independent	ADJ	ATE7
pro	ADJ	ATE7
low	ADJ	ATE7
good	ADJ	ATE7
good	ADJ	ATE7
jealous	ADJ	ATE7
weird	ADJ	ATE7
jealous	ADJ	ATE7
bad	ADJ	ATE7
alone	ADJ	ATE7
twisty	ADJ	ATE7
super	ADJ	ATE7
smart	ADJ	ATE7
weird	ADJ	ATE7
foldy	ADJ	ATE7
dramatic	ADJ	ATE7
sinister	ADJ	ATE7
romantic	ADJ	ATE7
big	ADJ	ATE7
pink	ADJ	ATE7
serious	ADJ	ATE7
wrong	ADJ	ATE7
wicked	ADJ	ATE7
wicked	ADJ	ATE7
nice	ADJ	ATE7
little	ADJ	ATE7
naive	ADJ	ATE7
holy	ADJ	ATE7
right	ADJ	ATE7
good	ADJ	ATE7
suspicious	ADJ	ATE7
super	ADJ	ATE7
-	ADJ	ATE7
powerful	ADJ	ATE7
less	ADJ	ATE7
evil	ADJ	ATE7
good	ADJ	ATE7
evil	ADJ	ATE7
nice	ADJ	ATE7
evil	ADJ	ATE7
evil	ADJ	ATE7
annoyed	ADJ	ATE7
complete	ADJ	ATE7
alright	ADJ	ATE7
balbaflonic	ADJ	ATE7
little	ADJ	ATE7
threatening	ADJ	ATE7
fragile	ADJ	ATE7
jealous	ADJ	ATE7
wrong	ADJ	ATE7
dark	ADJ	ATE7
wrong	ADJ	ATE7
evil	ADJ	ATE7
enervated	ADJ	ATE7
total	ADJ	ATE7
weak	ADJ	ATE7
current	ADJ	ATE7
dead	ADJ	ATE7
next	ADJ	ATE7
right	ADJ	ATE7
big	ADJ	ATE7
engaging	ADJ	ATE7
weak	ADJ	ATE7
own	ADJ	ATE7
villainous	ADJ	ATE7
old	ADJ	ATE7
wonderful	ADJ	ATE7
full	ADJ	ATE7
jealous	ADJ	ATE7
jealous	ADJ	ATE7
posterior	ADJ	ATE7
deep	ADJ	ATE7
normal	ADJ	ATE7
crazy	ADJ	ATE5
wonderful	ADJ	ATE5
marvelous	ADJ	ATE5
safe	ADJ	ATE5
secret	ADJ	ATE5
secret	ADJ	ATE5
yellow	ADJ	ATE5
magical	ADJ	ATE5
righteous	ADJ	ATE5
manly	ADJ	ATE5
righteous	ADJ	ATE5
high	ADJ	ATE5
human	ADJ	ATE5
young	ADJ	ATE5
-	ADJ	ATE5
many	ADJ	ATE5
noble	ADJ	ATE5
grueling	ADJ	ATE5
alive	ADJ	ATE5
dead	ADJ	ATE5
true	ADJ	ATE5
worthy	ADJ	ATE5
certain	ADJ	ATE5
welcome	ADJ	ATE5
key	ADJ	ATE5
cute	ADJ	ATE5
most	ADJ	ATE5
first	ADJ	ATE5
young	ADJ	ATE5
many	ADJ	ATE5
treacherous	ADJ	ATE5
last	ADJ	ATE5
more	ADJ	ATE5
alright	ADJ	ATE5
fine	ADJ	ATE5
menacing	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
la	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
blue	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
sad	ADJ	ATE5
big	ADJ	ATE5
old	ADJ	ATE5
other	ADJ	ATE5
big	ADJ	ATE5
old	ADJ	ATE5
other	ADJ	ATE5
distressed	ADJ	ATE5
old	ADJ	ATE5
old	ADJ	ATE5
righteous	ADJ	ATE5
wrongteous	ADJ	ATE5
regular	ADJ	ATE5
old	ADJ	ATE5
sweet	ADJ	ATE5
real	ADJ	ATE5
just	ADJ	ATE5
heroic	ADJ	ATE5
smart	ADJ	ATE5
giant	ADJ	ATE5
ok	ADJ	ATE5
impossible	ADJ	ATE5
long	ADJ	ATE5
giant	ADJ	ATE5
opposite	ADJ	ATE5
big	ADJ	ATE5
fine	ADJ	ATE5
okay	ADJ	ATE5
weird	ADJ	ATE5
righteous	ADJ	ATE5
long	ADJ	ATE5
righteous	ADJ	ATE5
aware	ADJ	ATE5
black	ADJ	ATE5
gray	ADJ	ATE5
disembodied	ADJ	ATE5
final	ADJ	ATE5
giant	ADJ	ATE5
evil	ADJ	ATE5
evil	ADJ	ATE5
last	ADJ	ATE5
evil	ADJ	ATE5
good	ADJ	ATE5
neutral	ADJ	ATE5
unaligned	ADJ	ATE5
real	ADJ	ATE5
red	ADJ	ATE5
key	ADJ	ATE5
sorry	ADJ	ATE5
little	ADJ	ATE5
devil	ADJ	ATE5
ready	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
manly	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
magical	ADJ	ATE5
ready	ADJ	ATE5
mannish	ADJ	ATE5
small	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
good	ADJ	ATE5
righteous	ADJ	ATE5
giant	ADJ	ATE5
true	ADJ	ATE5
open	ADJ	ATE5
magical	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
mannish	ADJ	ATE5
good	ADJ	ATE4
new	ADJ	ATE4
new	ADJ	ATE4
delicious	ADJ	ATE4
good	ADJ	ATE4
well	ADJ	ATE4
outer	ADJ	ATE4
lame	ADJ	ATE4
sorry	ADJ	ATE4
rare	ADJ	ATE4
awesome	ADJ	ATE4
deep	ADJ	ATE4
evil	ADJ	ATE4
cute	ADJ	ATE4
little	ADJ	ATE4
own	ADJ	ATE4
satisfied	ADJ	ATE4
high	ADJ	ATE4
high	ADJ	ATE4
weak	ADJ	ATE4
squishy	ADJ	ATE4
cool	ADJ	ATE4
perfect	ADJ	ATE4
careful	ADJ	ATE4
evil	ADJ	ATE4
holographic	ADJ	ATE4
evil	ADJ	ATE4
pretty	ADJ	ATE4
old	ADJ	ATE4
bonkers	ADJ	ATE4
evil	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
sure	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
fine	ADJ	ATE4
evil	ADJ	ATE4
evil	ADJ	ATE4
enough	ADJ	ATE4
evil	ADJ	ATE4
nice	ADJ	ATE4
many	ADJ	ATE4
crummy	ADJ	ATE4
big	ADJ	ATE4
old	ADJ	ATE4
mad	ADJ	ATE4
mad	ADJ	ATE4
super	ADJ	ATE4
-	ADJ	ATE4
cute	ADJ	ATE4
mad	ADJ	ATE4
top	ADJ	ATE4
top	ADJ	ATE4
womanly	ADJ	ATE4
many	ADJ	ATE4
lonely	ADJ	ATE4
magic	ADJ	ATE4
weak	ADJ	ATE4
sexy	ADJ	ATE4
terrible	ADJ	ATE4
horrible	ADJ	ATE4
huge	ADJ	ATE4
mad	ADJ	ATE4
huge	ADJ	ATE4
upset	ADJ	ATE4
precious	ADJ	ATE4
oww	ADJ	ATE4
precious	ADJ	ATE4
total	ADJ	ATE4
okay	ADJ	ATE4
okay	ADJ	ATE4
okay	ADJ	ATE4
stupid	ADJ	ATE4
stupid	ADJ	ATE4
shocking	ADJ	ATE4
great	ADJ	ATE9
normal	ADJ	ATE9
late	ADJ	ATE9
next	ADJ	ATE9
awesome	ADJ	ATE9
late	ADJ	ATE9
blue	ADJ	ATE9
green	ADJ	ATE9
green	ADJ	ATE9
good	ADJ	ATE9
sorry	ADJ	ATE9
good	ADJ	ATE9
good	ADJ	ATE9
same	ADJ	ATE9
great	ADJ	ATE9
great	ADJ	ATE9
right	ADJ	ATE9
great	ADJ	ATE9
silent	ADJ	ATE9
awesome	ADJ	ATE9
쟤가	ADJ	ATE9
있었을까	ADJ	ATE9
뛰어다닌	ADJ	ATE9
naked	ADJ	ATE9
crazy	ADJ	ATE9
mad	ADJ	ATE9
okay	ADJ	ATE9
other	ADJ	ATE9
universal	ADJ	ATE9
evil	ADJ	ATE9
little	ADJ	ATE9
sweet	ADJ	ATE9
deadly	ADJ	ATE9
blue	ADJ	ATE9
few	ADJ	ATE9
few	ADJ	ATE9
dead	ADJ	ATE9
incredible	ADJ	ATE9
old	ADJ	ATE9
nerdy	ADJ	ATE9
alien	ADJ	ATE9
ooor	ADJ	ATE9
scratchy	ADJ	ATE9
grungy	ADJ	ATE9
disturbed	ADJ	ATE9
old	ADJ	ATE9
angry	ADJ	ATE9
nerdy	ADJ	ATE9
indistinguishable	ADJ	ATE9
old	ADJ	ATE9
least	ADJ	ATE9
old	ADJ	ATE9
able	ADJ	ATE9
wavy	ADJ	ATE9
little	ADJ	ATE9
rocky	ADJ	ATE9
back	ADJ	ATE9
free	ADJ	ATE9
flat	ADJ	ATE9
like	ADJ	ATE9
huge	ADJ	ATE9
small	ADJ	ATE9
funn	ADJ	ATE9
whole	ADJ	ATE9
sad	ADJ	ATE9
mad	ADJ	ATE9
magical	ADJ	ATE9
cool	ADJ	ATE9
cool	ADJ	ATE9
many	ADJ	ATE9
blue	ADJ	ATE9
cool	ADJ	ATE9
awesome	ADJ	ATE9
nice	ADJ	ATE9
next	ADJ	ATE9
startled	ADJ	ATE9
sad	ADJ	ATE9
good	ADJ	ATE9
more	ADJ	ATE9
hurt	ADJ	ATE9
sad	ADJ	ATE9
harsh	ADJ	ATE9
weird	ADJ	ATE9
timeless	ADJ	ATE9
front	ADJ	ATE9
startled	ADJ	ATE9
good	ADJ	ATE9
good	ADJ	ATE9
sweet	ADJ	ATE9
evil	ADJ	ATE9
tender	ADJ	ATE9
beautiful	ADJ	ATE9
jealous	ADJ	ATE9
jealous	ADJ	ATE9
mad	ADJ	ATE9
jealous	ADJ	ATE9
good	ADJ	ATE9
startled	ADJ	ATE9
jealous	ADJ	ATE9
much	ADJ	ATE9
other	ADJ	ATE9
other	ADJ	ATE9
sorry	ADJ	ATE9
idiot	ADJ	ATE9
sweet	ADJ	ATE9
old	ADJ	ATE9
good	ADJ	ATE9
sorry	ADJ	ATE9
stupid	ADJ	ATE9
stupid	ADJ	ATE9
several	ADJ	ATE8
more	ADJ	ATE8
more	ADJ	ATE8
chubby	ADJ	ATE8
enough	ADJ	ATE8
hard	ADJ	ATE8
hard	ADJ	ATE8
lazy	ADJ	ATE8
huge	ADJ	ATE8
creepy	ADJ	ATE8
buncha	ADJ	ATE8
full	ADJ	ATE8
huge	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
more	ADJ	ATE8
efficient	ADJ	ATE8
murmur	ADJ	ATE8
fun	ADJ	ATE8
excited	ADJ	ATE8
several	ADJ	ATE8
poor	ADJ	ATE8
happy	ADJ	ATE8
full	ADJ	ATE8
able	ADJ	ATE8
fun	ADJ	ATE8
right	ADJ	ATE8
right	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
weird	ADJ	ATE8
red	ADJ	ATE8
ready	ADJ	ATE8
shiny	ADJ	ATE8
stinkin	ADJ	ATE8
sharp	ADJ	ATE8
different	ADJ	ATE8
clean	ADJ	ATE8
radd	ADJ	ATE8
fast	ADJ	ATE8
more	ADJ	ATE8
adequate	ADJ	ATE8
later	ADJ	ATE8
tired	ADJ	ATE8
tired	ADJ	ATE8
frickin	ADJ	ATE8
resilient	ADJ	ATE8
red	ADJ	ATE8
bottled	ADJ	ATE8
orange	ADJ	ATE8
red	ADJ	ATE8
great	ADJ	ATE8
right	ADJ	ATE8
good	ADJ	ATE8
large	ADJ	ATE8
giant	ADJ	ATE8
single	ADJ	ATE8
large	ADJ	ATE8
free	ADJ	ATE8
hind	ADJ	ATE8
old	ADJ	ATE8
hot	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
awesome	ADJ	ATE8
red	ADJ	ATE8
other	ADJ	ATE8
large	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
small	ADJ	ATE8
big	ADJ	ATE8
awesome	ADJ	ATE8
more	ADJ	ATE8
empty	ADJ	ATE8
fat	ADJ	ATE8
fat	ADJ	ATE8
complete	ADJ	ATE8
enormous	ADJ	ATE8
tired	ADJ	ATE8
fat	ADJ	ATE8
lazy	ADJ	ATE8
rewarding	ADJ	ATE8
huge	ADJ	ATE8
moldable	ADJ	ATE8
annoying	ADJ	ATE8
attractive	ADJ	ATE8
ugly	ADJ	ATE8
true	ADJ	ATE8
various	ADJ	ATE8
red	ADJ	ATE8
big	ADJ	ATE8
nice	ADJ	ATE8
awesome	ADJ	ATE8
tired	ADJ	ATE8
right	ADJ	ATE8
great	ADJ	ATE8
empty	ADJ	ATE8
fat	ADJ	ATE8
visible	ADJ	ATE8
large	ADJ	ATE8
red	ADJ	ATE8
crazy	ADJ	ATE8
lazy	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
efficient	ADJ	ATE8
unhappy	ADJ	ATE8
red	ADJ	ATE8
murmur	ADJ	ATE8
other	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
enormous	ADJ	ATE8
fat	ADJ	ATE8
legit	ADJ	ATE8
horrible	ADJ	ATE8
fat	ADJ	ATE8
more	ADJ	ATE8
fat	ADJ	ATE8
huge	ADJ	ATE8
big	ADJ	ATE8
second	ADJ	ATE8
ok	ADJ	ATE8
red	ADJ	ATE8
red	ADJ	ATE8
normal	ADJ	ATE8
stark	ADJ	ATE8
royal	ADJ	ATE18
last	ADJ	ATE18
dangerous	ADJ	ATE18
awesome	ADJ	ATE18
secret	ADJ	ATE18
deep	ADJ	ATE18
accursed	ADJ	ATE18
*	ADJ	ATE18
right	ADJ	ATE18
magnificent	ADJ	ATE18
good	ADJ	ATE18
muffled	ADJ	ATE18
ready	ADJ	ATE18
evil	ADJ	ATE18
mimic	ADJ	ATE18
black	ADJ	ATE18
demonic	ADJ	ATE18
freaky	ADJ	ATE18
approximate	ADJ	ATE18
many	ADJ	ATE18
idiot	ADJ	ATE18
afraid	ADJ	ATE18
radical	ADJ	ATE18
little	ADJ	ATE18
right	ADJ	ATE18
good	ADJ	ATE18
own	ADJ	ATE18
own	ADJ	ATE18
different	ADJ	ATE18
skeletal	ADJ	ATE18
giant	ADJ	ATE18
key	ADJ	ATE18
giant	ADJ	ATE18
key	ADJ	ATE18
key	ADJ	ATE18
green	ADJ	ATE18
sweet	ADJ	ATE18
gelatinous	ADJ	ATE18
green	ADJ	ATE18
further	ADJ	ATE18
small	ADJ	ATE18
huge	ADJ	ATE18
exponential	ADJ	ATE18
thine	ADJ	ATE18
own	ADJ	ATE18
single	ADJ	ATE18
big	ADJ	ATE18
deep	ADJ	ATE18
heavy	ADJ	ATE18
own	ADJ	ATE18
awake	ADJ	ATE18
right	ADJ	ATE18
about	ADJ	ATE18
nervous	ADJ	ATE18
scared	ADJ	ATE18
about	ADJ	ATE18
scared	ADJ	ATE18
few	ADJ	ATE18
more	ADJ	ATE18
silly	ADJ	ATE18
silly	ADJ	ATE18
okay	ADJ	ATE18
radical	ADJ	ATE18
comfortable	ADJ	ATE18
fine	ADJ	ATE18
true	ADJ	ATE18
hideous	ADJ	ATE18
raspy	ADJ	ATE18
full	ADJ	ATE18
sweet	ADJ	ATE18
little	ADJ	ATE18
low	ADJ	ATE18
long	ADJ	ATE18
beautiful	ADJ	ATE18
sick	ADJ	ATE18
worried	ADJ	ATE18
strange	ADJ	ATE18
impossible	ADJ	ATE18
farth	ADJ	ATE18
pathetic	ADJ	ATE18
frustrating	ADJ	ATE18
key	ADJ	ATE18
powdered	ADJ	ATE18
old	ADJ	ATE18
good	ADJ	ATE18
angry	ADJ	ATE18
well	ADJ	ATE18
intelligent	ADJ	ATE18
darn	ADJ	ATE18
right	ADJ	ATE18
secret	ADJ	ATE24
underway	ADJ	ATE24
loud	ADJ	ATE24
front	ADJ	ATE24
brittle	ADJ	ATE24
brittle	ADJ	ATE24
giant	ADJ	ATE24
sweet	ADJ	ATE24
more	ADJ	ATE24
more	ADJ	ATE24
sure	ADJ	ATE24
good	ADJ	ATE24
dark	ADJ	ATE24
gloomy	ADJ	ATE24
gloomy	ADJ	ATE24
deserted	ADJ	ATE24
secret	ADJ	ATE24
lousy	ADJ	ATE24
awful	ADJ	ATE24
long	ADJ	ATE24
more	ADJ	ATE24
sorry	ADJ	ATE24
prepared	ADJ	ATE24
total	ADJ	ATE24
magical	ADJ	ATE24
menacing	ADJ	ATE24
giant	ADJ	ATE24
well	ADJ	ATE24
sorry	ADJ	ATE24
sorry	ADJ	ATE24
full	ADJ	ATE24
first	ADJ	ATE24
meaningless	ADJ	ATE24
bad	ADJ	ATE24
ready	ADJ	ATE24
recent	ADJ	ATE24
rockin	ADJ	ATE24
bad	ADJ	ATE24
terrible	ADJ	ATE24
true	ADJ	ATE24
dark	ADJ	ATE24
behold	ADJ	ATE24
true	ADJ	ATE24
crazy	ADJ	ATE24
right	ADJ	ATE24
much	ADJ	ATE24
bad	ADJ	ATE24
wrong	ADJ	ATE24
offscreen	ADJ	ATE24
glad	ADJ	ATE24
bad	ADJ	ATE24
wrong	ADJ	ATE24
more	ADJ	ATE24
good	ADJ	ATE24
fist	ADJ	ATE24
magic	ADJ	ATE24
sorry	ADJ	ATE24
secret	ADJ	ATE24
pink	ADJ	ATE24
proud	ADJ	ATE24
right	ADJ	ATE24
enraged	ADJ	ATE24
full	ADJ	ATE24
sick	ADJ	ATE24
other	ADJ	ATE24
old	ADJ	ATE24
sick	ADJ	ATE24
new	ADJ	ATE24
entire	ADJ	ATE24
blue	ADJ	ATE24
only	ADJ	ATE24
pained	ADJ	ATE24
sound	ADJ	ATE24
common	ADJ	ATE24
straight	ADJ	ATE24
worth	ADJ	ATE24
virile	ADJ	ATE24
right	ADJ	ATE24
ominous	ADJ	ATE24
ready	ADJ	ATE24
weird	ADJ	ATE24
right	ADJ	ATE24
other	ADJ	ATE24
right	ADJ	ATE24
sound	ADJ	ATE24
giddy	ADJ	ATE24
shrunken	ADJ	ATE24
own	ADJ	ATE24
good	ADJ	ATE24
dead	ADJ	ATE24
only	ADJ	ATE24
loud	ADJ	ATE24
healthy	ADJ	ATE24
healthy	ADJ	ATE24
More	ADJ	ATE24
candy	ADJ	ATE24
well	ADJ	ATE24
happy	ADJ	ATE24
good	ADJ	ATE24
lifeless	ADJ	ATE24
mean	ADJ	ATE24
lifeless	ADJ	ATE24
dead	ADJ	ATE24
dead	ADJ	ATE24
great	ADJ	ATE25
last	ADJ	ATE25
terminal	ADJ	ATE25
inflatable	ADJ	ATE25
mini	ADJ	ATE25
funky	ADJ	ATE25
tiny	ADJ	ATE25
musical	ADJ	ATE25
mathematical	ADJ	ATE25
cool	ADJ	ATE25
legendary	ADJ	ATE25
cool	ADJ	ATE25
huge	ADJ	ATE25
little	ADJ	ATE25
paunchy	ADJ	ATE25
pointless	ADJ	ATE25
own	ADJ	ATE25
wrong	ADJ	ATE25
pointless	ADJ	ATE25
different	ADJ	ATE25
dead	ADJ	ATE25
silly	ADJ	ATE25
little	ADJ	ATE25
magic	ADJ	ATE25
evil	ADJ	ATE25
new	ADJ	ATE25
hopeless	ADJ	ATE25
other	ADJ	ATE25
active	ADJ	ATE25
nonviolent	ADJ	ATE25
secret	ADJ	ATE25
tough	ADJ	ATE25
easy	ADJ	ATE25
horrible	ADJ	ATE25
wrong	ADJ	ATE25
hungry	ADJ	ATE25
more	ADJ	ATE25
weird	ADJ	ATE25
well	ADJ	ATE25
free	ADJ	ATE25
free	ADJ	ATE25
hungry	ADJ	ATE25
sure	ADJ	ATE25
adequate	ADJ	ATE25
other	ADJ	ATE25
great	ADJ	ATE25
alive	ADJ	ATE25
beautiful	ADJ	ATE25
More	ADJ	ATE25
much	ADJ	ATE25
empty	ADJ	ATE25
evil	ADJ	ATE25
useless	ADJ	ATE25
chunk	ADJ	ATE25
new	ADJ	ATE25
broken	ADJ	ATE25
fancy	ADJ	ATE25
content	ADJ	ATE25
small	ADJ	ATE25
magic	ADJ	ATE25
extra	ADJ	ATE25
nonviolent	ADJ	ATE25
first	ADJ	ATE25
good	ADJ	ATE25
little	ADJ	ATE25
first	ADJ	ATE25
nonviolent	ADJ	ATE25
frustrated	ADJ	ATE25
medical	ADJ	ATE25
hot	ADJ	ATE25
smokin	ADJ	ATE25
serious	ADJ	ATE25
new	ADJ	ATE25
complete	ADJ	ATE25
hot	ADJ	ATE25
powerful	ADJ	ATE25
pained	ADJ	ATE25
magic	ADJ	ATE25
left	ADJ	ATE25
robotic	ADJ	ATE25
cyborg	ADJ	ATE25
hot	ADJ	ATE25
right	ADJ	ATE25
hot	ADJ	ATE25
lumpy	ADJ	ATE25
beautiful	ADJ	ATE25
robotic	ADJ	ATE25
nonviolent	ADJ	ATE25
bummed	ADJ	ATE25
halfway	ADJ	ATE25
weeeelcooome	ADJ	ATE25
more	ADJ	ATE25
hey	ADJ	ATE25
quiet	ADJ	ATE25
heavy	ADJ	ATE25
evil	ADJ	ATE25
old	ADJ	ATE25
old	ADJ	ATE25
righteous	ADJ	ATE25
old	ADJ	ATE25
right	ADJ	ATE25
wrong	ADJ	ATE25
great	ADJ	ATE25
violent	ADJ	ATE25
old	ADJ	ATE25
true	ADJ	ATE25
evil	ADJ	ATE25
old	ADJ	ATE25
rowdy	ADJ	ATE25
old	ADJ	ATE25
old	ADJ	ATE25
old	ADJ	ATE25
clear	ADJ	ATE25
exciting	ADJ	ATE25
old	ADJ	ATE25
old	ADJ	ATE25
pointless	ADJ	ATE25
old	ADJ	ATE25
dead	ADJ	ATE25
bad	ADJ	ATE25
old	ADJ	ATE25
alive	ADJ	ATE25
happy	ADJ	ATE25
elated	ADJ	ATE25
right	ADJ	ATE25
very	ADJ	ATE25
literal	ADJ	ATE25
freakin	ADJ	ATE25
old	ADJ	ATE25
old	ADJ	ATE25
nearby	ADJ	ATE19
purple	ADJ	ATE19
humanoid	ADJ	ATE19
orange	ADJ	ATE19
green	ADJ	ATE19
pink	ADJ	ATE19
blue	ADJ	ATE19
unknown	ADJ	ATE19
good	ADJ	ATE19
stupid	ADJ	ATE19
lame	ADJ	ATE19
green	ADJ	ATE19
bald	ADJ	ATE19
nuts	ADJ	ATE19
thick	ADJ	ATE19
ok	ADJ	ATE19
green	ADJ	ATE19
bald	ADJ	ATE19
okay	ADJ	ATE19
sorry	ADJ	ATE19
depressed	ADJ	ATE19
dear	ADJ	ATE19
beautiful	ADJ	ATE19
bubblegummy	ADJ	ATE19
bad	ADJ	ATE19
flawless	ADJ	ATE19
flawless	ADJ	ATE19
cold	ADJ	ATE19
bonkers	ADJ	ATE19
bad	ADJ	ATE19
rotten	ADJ	ATE19
ugly	ADJ	ATE19
right	ADJ	ATE19
crooked	ADJ	ATE19
villainous	ADJ	ATE19
creepy	ADJ	ATE19
wonderful	ADJ	ATE19
pet	ADJ	ATE19
privileged	ADJ	ATE19
rancid	ADJ	ATE19
necessary	ADJ	ATE19
evil	ADJ	ATE19
nuts	ADJ	ATE19
small	ADJ	ATE19
tough	ADJ	ATE19
little	ADJ	ATE19
nice	ADJ	ATE19
good	ADJ	ATE19
wet	ADJ	ATE19
villainous	ADJ	ATE19
enough	ADJ	ATE19
bad	ADJ	ATE19
unnoticed	ADJ	ATE19
odd	ADJ	ATE19
embarrassed	ADJ	ATE19
rare	ADJ	ATE19
royal	ADJ	ATE19
bald	ADJ	ATE19
nice	ADJ	ATE19
okay	ADJ	ATE19
bad	ADJ	ATE19
nice	ADJ	ATE19
mobile	ADJ	ATE19
grave	ADJ	ATE19
very	ADJ	ATE19
dead	ADJ	ATE19
strange	ADJ	ATE19
own	ADJ	ATE19
nearby	ADJ	ATE19
fair	ADJ	ATE19
pink	ADJ	ATE19
flush	ADJ	ATE19
long	ADJ	ATE19
gooey	ADJ	ATE19
little	ADJ	ATE19
right	ADJ	ATE19
innocent	ADJ	ATE19
golden	ADJ	ATE19
sucky	ADJ	ATE19
sorry	ADJ	ATE19
mad	ADJ	ATE19
penitent	ADJ	ATE19
nuts	ADJ	ATE19
true	ADJ	ATE19
sorry	ADJ	ATE19
medical	ADJ	ATE19
poor	ADJ	ATE19
sorry	ADJ	ATE19
ugly	ADJ	ATE19
pre	ADJ	ATE19
-	ADJ	ATE19
written	ADJ	ATE19
presumptuous	ADJ	ATE19
distinguished	ADJ	ATE19
oval	ADJ	ATE19
-	ADJ	ATE19
oval	ADJ	ATE19
-	ADJ	ATE19
open	ADJ	ATE19
horrible	ADJ	ATE26
distant	ADJ	ATE26
several	ADJ	ATE26
awesome	ADJ	ATE26
big	ADJ	ATE26
bad	ADJ	ATE26
scary	ADJ	ATE26
wee	ADJ	ATE26
sized	ADJ	ATE26
scared	ADJ	ATE26
wee	ADJ	ATE26
wee	ADJ	ATE26
wee'd	ADJ	ATE26
terrified	ADJ	ATE26
-	ADJ	ATE26
wee	ADJ	ATE26
weird	ADJ	ATE26
kiddin	ADJ	ATE26
normal	ADJ	ATE26
cute	ADJ	ATE26
little	ADJ	ATE26
cute	ADJ	ATE26
monstrous	ADJ	ATE26
true	ADJ	ATE26
interesting	ADJ	ATE26
ridiculous	ADJ	ATE26
normal	ADJ	ATE26
cute	ADJ	ATE26
little	ADJ	ATE26
cute	ADJ	ATE26
hot	ADJ	ATE26
mad	ADJ	ATE26
cute	ADJ	ATE26
cute	ADJ	ATE26
cute	ADJ	ATE26
cute	ADJ	ATE26
cute	ADJ	ATE26
big	ADJ	ATE26
cute	ADJ	ATE26
creepy	ADJ	ATE26
worried	ADJ	ATE26
perfect	ADJ	ATE26
fat	ADJ	ATE26
several	ADJ	ATE26
spiky	ADJ	ATE26
very	ADJ	ATE26
weird	ADJ	ATE26
different	ADJ	ATE26
scared	ADJ	ATE26
spiky	ADJ	ATE26
good	ADJ	ATE26
cute	ADJ	ATE26
weird	ADJ	ATE26
obvious	ADJ	ATE26
spiky	ADJ	ATE26
spiky	ADJ	ATE26
good	ADJ	ATE26
enough	ADJ	ATE26
